word:the start_time:0:9 end_time:0:11
word:distinguish start_time:3:48 end_time:3:48
word:specters start_time:3:48 end_time:3:49
word:from start_time:3:49 end_time:3:49
word:points start_time:3:49 end_time:3:49
word:the start_time:3:49 end_time:3:50
word:convention start_time:3:50 end_time:3:50
word:is start_time:3:50 end_time:3:50
word:to start_time:3:50 end_time:3:50
word:write start_time:3:50 end_time:3:50
word:this start_time:3:50 end_time:3:51
word:pair start_time:3:51 end_time:3:51
word:of start_time:3:51 end_time:3:51
word:numbers start_time:3:51 end_time:3:51
word:vertically start_time:3:51 end_time:3:52
word:with start_time:3:52 end_time:3:52
word:square start_time:3:52 end_time:3:53
word:brackets start_time:3:53 end_time:3:53
word:around start_time:3:53 end_time:3:53
word:them start_time:3:53 end_time:3:53
word:every start_time:3:56 end_time:3:56
word:pair start_time:3:56 end_time:3:56
word:of start_time:3:56 end_time:3:57
word:numbers start_time:3:57 end_time:3:57
word:gives start_time:3:57 end_time:3:57
word:you start_time:3:57 end_time:3:57
word:one start_time:3:57 end_time:3:58
word:and start_time:3:58 end_time:3:58
word:only start_time:3:58 end_time:3:58
word:one start_time:3:58 end_time:3:59
word:vector start_time:3:59 end_time:3:59
word:and start_time:3:59 end_time:4:0
word:every start_time:4:0 end_time:4:0
word:Vector start_time:4:0 end_time:4:0
word:is start_time:4:0 end_time:4:1
word:associated start_time:4:1 end_time:4:1
word:with start_time:4:1 end_time:4:1
word:one start_time:4:1 end_time:4:2
word:and start_time:4:2 end_time:4:2
word:only start_time:4:2 end_time:4:2
word:one start_time:4:2 end_time:4:2
word:pair start_time:4:2 end_time:4:3
word:of start_time:4:3 end_time:4:3
word:numbers start_time:4:3 end_time:4:3
word:Dimensions start_time:4:3 end_time:4:5
word:you start_time:4:5 end_time:4:6
word:add start_time:4:6 end_time:4:7
word:a start_time:4:7 end_time:4:7
word:third start_time:4:7 end_time:4:7
word:axis start_time:4:7 end_time:4:7
word:called start_time:4:7 end_time:4:8
word:the start_time:4:8 end_time:4:8
word:z-axis start_time:4:8 end_time:4:8
word:which start_time:4:8 end_time:4:9
word:is start_time:4:9 end_time:4:9
word:perpendicular start_time:4:9 end_time:4:10
word:to start_time:4:10 end_time:4:10
word:both start_time:4:10 end_time:4:10
word:the start_time:4:10 end_time:4:10
word:X start_time:4:10 end_time:4:11
word:and start_time:4:11 end_time:4:11
word:Y start_time:4:11 end_time:4:11
word:axes start_time:4:11 end_time:4:11
word:and start_time:4:11 end_time:4:12
word:in start_time:4:12 end_time:4:13
word:this start_time:4:13 end_time:4:13
word:case start_time:4:13 end_time:4:13
word:which start_time:4:13 end_time:4:13
word:factor start_time:4:13 end_time:4:14
word:is start_time:4:14 end_time:4:14
word:associated start_time:4:14 end_time:4:14
word:with start_time:4:14 end_time:4:14
word:an start_time:4:14 end_time:4:15
word:ordered start_time:4:15 end_time:4:15
word:triplet start_time:4:15 end_time:4:15
word:of start_time:4:15 end_time:4:16
word:numbers start_time:4:16 end_time:4:16
word:the start_time:4:16 end_time:4:17
word:first start_time:4:17 end_time:4:17
word:tells start_time:4:17 end_time:4:17
word:you start_time:4:17 end_time:4:17
word:how start_time:4:17 end_time:4:17
word:far start_time:4:17 end_time:4:17
word:to start_time:4:17 end_time:4:18
word:move start_time:4:18 end_time:4:18
word:along start_time:4:18 end_time:4:18
word:the start_time:4:18 end_time:4:18
word:x start_time:4:18 end_time:4:19
word:axis start_time:4:19 end_time:4:19
word:II start_time:4:19 end_time:4:20
word:tells start_time:4:20 end_time:4:20
word:you start_time:4:20 end_time:4:20
word:how start_time:4:20 end_time:4:20
word:far start_time:4:20 end_time:4:21
word:to start_time:4:21 end_time:4:21
word:move start_time:4:21 end_time:4:21
word:parallel start_time:4:21 end_time:4:22
word:to start_time:4:22 end_time:4:22
word:the start_time:4:22 end_time:4:22
word:y-axis start_time:4:22 end_time:4:22
word:and start_time:4:22 end_time:4:23
word:the start_time:4:23 end_time:4:23
word:third start_time:4:23 end_time:4:23
word:one start_time:4:23 end_time:4:24
word:tells start_time:4:24 end_time:4:24
word:you start_time:4:24 end_time:4:24
word:how start_time:4:24 end_time:4:24
word:far start_time:4:24 end_time:4:24
word:to start_time:4:24 end_time:4:24
word:then start_time:4:24 end_time:4:25
word:move start_time:4:25 end_time:4:25
word:parallel start_time:4:25 end_time:4:26
word:to start_time:4:26 end_time:4:26
word:this start_time:4:26 end_time:4:26
word:new start_time:4:26 end_time:4:26
word:Z start_time:4:26 end_time:4:27
word:axis start_time:4:27 end_time:4:27
word:every start_time:4:27 end_time:4:28
word:triplet start_time:4:28 end_time:4:29
word:of start_time:4:29 end_time:4:29
word:numbers start_time:4:29 end_time:4:29
word:gives start_time:4:29 end_time:4:29
word:you start_time:4:29 end_time:4:30
word:one start_time:4:30 end_time:4:30
word:unique start_time:4:30 end_time:4:30
word:Vector start_time:4:30 end_time:4:31
word:in start_time:4:31 end_time:4:31
word:space start_time:4:31 end_time:4:31
word:and start_time:4:31 end_time:4:32
word:every start_time:4:32 end_time:4:32
word:Vector start_time:4:32 end_time:4:32
word:in start_time:4:32 end_time:4:33
word:space start_time:4:33 end_time:4:33
word:gives start_time:4:33 end_time:4:33
word:you start_time:4:33 end_time:4:33
word:exactly start_time:4:33 end_time:4:34
word:one start_time:4:34 end_time:4:34
word:triplet start_time:4:34 end_time:4:35
word:of start_time:4:35 end_time:4:35
word:numbers start_time:4:35 end_time:4:35
word:all start_time:4:36 end_time:4:37
word:right start_time:4:37 end_time:4:37
word:go start_time:4:37 end_time:4:37
word:back start_time:4:37 end_time:4:37
word:to start_time:4:37 end_time:4:37
word:vector start_time:4:37 end_time:4:38
word:addition start_time:4:38 end_time:4:38
word:and start_time:4:38 end_time:4:38
word:multiplication start_time:4:38 end_time:4:39
word:by start_time:4:39 end_time:4:39
word:numbers start_time:4:39 end_time:4:40
word:after start_time:4:40 end_time:4:40
word:all start_time:4:40 end_time:4:41
word:every start_time:4:41 end_time:4:41
word:topic start_time:4:41 end_time:4:41
word:in start_time:4:41 end_time:4:41
word:linear start_time:4:41 end_time:4:42
word:algebra start_time:4:42 end_time:4:42
word:is start_time:4:42 end_time:4:42
word:going start_time:4:42 end_time:4:42
word:to start_time:4:42 end_time:4:43
word:send start_time:4:43 end_time:4:43
word:her start_time:4:43 end_time:4:43
word:around start_time:4:43 end_time:4:43
word:these start_time:4:43 end_time:4:43
word:two start_time:4:43 end_time:4:44
word:operations start_time:4:44 end_time:4:44
word:luckily start_time:4:44 end_time:4:45
word:each start_time:4:45 end_time:4:46
word:one's start_time:4:46 end_time:4:46
word:pretty start_time:4:46 end_time:4:46
word:straightforward start_time:4:46 end_time:4:47
word:to start_time:4:47 end_time:4:47
word:Define start_time:4:47 end_time:4:47
word:let's start_time:4:47 end_time:4:48
word:say start_time:4:48 end_time:4:48
word:we start_time:4:48 end_time:4:48
word:have start_time:4:48 end_time:4:49
word:two start_time:4:49 end_time:4:49
word:vectors start_time:4:49 end_time:4:49
word:one start_time:4:49 end_time:4:50
word:pointing start_time:4:50 end_time:4:50
word:up start_time:4:50 end_time:4:50
word:at start_time:4:50 end_time:4:50
word:a start_time:4:50 end_time:4:50
word:little start_time:4:50 end_time:4:51
word:to start_time:4:51 end_time:4:51
word:the start_time:4:51 end_time:4:51
word:right start_time:4:51 end_time:4:51
word:and start_time:4:51 end_time:4:52
word:the start_time:4:52 end_time:4:52
word:other start_time:4:52 end_time:4:52
word:one start_time:4:52 end_time:4:52
word:pointing start_time:4:52 end_time:4:52
word:right start_time:4:52 end_time:4:52
word:and start_time:4:52 end_time:4:53
word:down start_time:4:53 end_time:4:53
word:a start_time:4:53 end_time:4:53
word:bit start_time:4:53 end_time:4:53
word:to start_time:4:53 end_time:4:54
word:add start_time:4:54 end_time:4:54
word:these start_time:4:54 end_time:4:54
word:two start_time:4:54 end_time:4:55
word:vectors start_time:4:55 end_time:4:55
word:move start_time:4:55 end_time:4:56
word:the start_time:4:56 end_time:4:56
word:second start_time:4:56 end_time:4:56
word:one start_time:4:56 end_time:4:56
word:so start_time:4:56 end_time:4:57
word:that start_time:4:57 end_time:4:57
word:its start_time:4:57 end_time:4:57
word:tail start_time:4:57 end_time:4:57
word:sits start_time:4:57 end_time:4:58
word:at start_time:4:58 end_time:4:58
word:the start_time:4:58 end_time:4:58
word:tip start_time:4:58 end_time:4:58
word:of start_time:4:58 end_time:4:59
word:the start_time:4:59 end_time:4:59
word:first start_time:4:59 end_time:4:59
word:one start_time:4:59 end_time:4:59
word:then start_time:4:59 end_time:5:0
word:if start_time:5:0 end_time:5:1
word:you start_time:5:1 end_time:5:1
word:draw start_time:5:1 end_time:5:1
word:a start_time:5:1 end_time:5:1
word:new start_time:5:1 end_time:5:1
word:Vector start_time:5:1 end_time:5:2
word:from start_time:5:2 end_time:5:2
word:the start_time:5:2 end_time:5:3
word:tale start_time:5:3 end_time:5:3
word:of start_time:5:3 end_time:5:3
word:the start_time:5:3 end_time:5:3
word:first start_time:5:3 end_time:5:3
word:one start_time:5:3 end_time:5:4
word:to start_time:5:4 end_time:5:4
word:where start_time:5:4 end_time:5:4
word:the start_time:5:4 end_time:5:4
word:tip start_time:5:4 end_time:5:5
word:of start_time:5:5 end_time:5:5
word:the start_time:5:5 end_time:5:5
word:second start_time:5:5 end_time:5:5
word:one start_time:5:5 end_time:5:5
word:now start_time:5:5 end_time:5:6
word:sits start_time:5:6 end_time:5:6
word:that start_time:5:6 end_time:5:7
word:new start_time:5:7 end_time:5:7
word:Vector start_time:5:7 end_time:5:7
word:is start_time:5:7 end_time:5:8
word:there start_time:5:8 end_time:5:8
word:some start_time:5:8 end_time:5:8
word:this start_time:5:11 end_time:5:12
word:definition start_time:5:12 end_time:5:12
word:of start_time:5:12 end_time:5:12
word:addition start_time:5:12 end_time:5:13
word:by start_time:5:13 end_time:5:13
word:the start_time:5:13 end_time:5:13
word:way start_time:5:13 end_time:5:13
word:it's start_time:5:13 end_time:5:14
word:pretty start_time:5:14 end_time:5:14
word:much start_time:5:14 end_time:5:14
word:the start_time:5:14 end_time:5:14
word:only start_time:5:14 end_time:5:15
word:time start_time:5:15 end_time:5:15
word:in start_time:5:15 end_time:5:15
word:linear start_time:5:15 end_time:5:16
word:algebra start_time:5:16 end_time:5:16
word:where start_time:5:16 end_time:5:16
word:we start_time:5:16 end_time:5:16
word:let start_time:5:16 end_time:5:17
word:vectors start_time:5:17 end_time:5:17
word:stray start_time:5:17 end_time:5:17
word:away start_time:5:17 end_time:5:18
word:from start_time:5:18 end_time:5:18
word:the start_time:5:18 end_time:5:18
word:origin start_time:5:18 end_time:5:18
word:that start_time:5:18 end_time:5:19
word:why start_time:5:19 end_time:5:20
word:is start_time:5:20 end_time:5:20
word:this start_time:5:20 end_time:5:20
word:a start_time:5:20 end_time:5:20
word:reasonable start_time:5:20 end_time:5:20
word:thing start_time:5:20 end_time:5:21
word:to start_time:5:21 end_time:5:21
word:do start_time:5:21 end_time:5:21
word:why start_time:5:21 end_time:5:21
word:this start_time:5:21 end_time:5:22
word:definition start_time:5:22 end_time:5:22
word:of start_time:5:22 end_time:5:22
word:addition start_time:5:22 end_time:5:22
word:and start_time:5:22 end_time:5:23
word:not start_time:5:23 end_time:5:23
word:some start_time:5:23 end_time:5:23
word:other start_time:5:23 end_time:5:23
word:one start_time:5:23 end_time:5:24
word:the start_time:5:25 end_time:5:26
word:way start_time:5:26 end_time:5:26
word:I start_time:5:26 end_time:5:26
word:like start_time:5:26 end_time:5:26
word:to start_time:5:26 end_time:5:26
word:think start_time:5:26 end_time:5:26
word:about start_time:5:26 end_time:5:26
word:it start_time:5:26 end_time:5:27
word:is start_time:5:27 end_time:5:27
word:that start_time:5:27 end_time:5:27
word:each start_time:5:27 end_time:5:27
word:Vector start_time:5:27 end_time:5:28
word:represents start_time:5:28 end_time:5:28
word:a start_time:5:28 end_time:5:28
word:certain start_time:5:28 end_time:5:29
word:movement start_time:5:29 end_time:5:29
word:a start_time:5:29 end_time:5:29
word:step start_time:5:29 end_time:5:30
word:with start_time:5:30 end_time:5:30
word:a start_time:5:30 end_time:5:30
word:certain start_time:5:30 end_time:5:31
word:distance start_time:5:31 end_time:5:31
word:and start_time:5:31 end_time:5:31
word:direction start_time:5:31 end_time:5:31
word:in start_time:5:31 end_time:5:32
word:space start_time:5:32 end_time:5:32
word:if start_time:5:33 end_time:5:34
word:you start_time:5:34 end_time:5:34
word:take start_time:5:34 end_time:5:34
word:a start_time:5:34 end_time:5:34
word:step start_time:5:34 end_time:5:35
word:along start_time:5:35 end_time:5:35
word:the start_time:5:35 end_time:5:35
word:first start_time:5:35 end_time:5:35
word:Factor start_time:5:35 end_time:5:36
word:then start_time:5:36 end_time:5:36
word:take start_time:5:36 end_time:5:36
word:a start_time:5:36 end_time:5:37
word:step start_time:5:37 end_time:5:37
word:in start_time:5:37 end_time:5:37
word:the start_time:5:37 end_time:5:37
word:direction start_time:5:37 end_time:5:37
word:and start_time:5:37 end_time:5:38
word:distance start_time:5:38 end_time:5:38
word:described start_time:5:38 end_time:5:38
word:by start_time:5:38 end_time:5:38
word:the start_time:5:38 end_time:5:39
word:second start_time:5:39 end_time:5:39
word:Vector start_time:5:39 end_time:5:39
word:the start_time:5:39 end_time:5:40
word:overall start_time:5:40 end_time:5:40
word:effect start_time:5:40 end_time:5:41
word:is start_time:5:41 end_time:5:41
word:just start_time:5:41 end_time:5:41
word:the start_time:5:41 end_time:5:41
word:same start_time:5:41 end_time:5:41
word:as start_time:5:41 end_time:5:41
word:if start_time:5:41 end_time:5:42
word:you start_time:5:42 end_time:5:42
word:moved start_time:5:42 end_time:5:42
word:along start_time:5:42 end_time:5:42
word:the start_time:5:42 end_time:5:43
word:some start_time:5:43 end_time:5:43
word:of start_time:5:43 end_time:5:43
word:those start_time:5:43 end_time:5:43
word:two start_time:5:43 end_time:5:43
word:vectors start_time:5:43 end_time:5:44
word:to start_time:5:44 end_time:5:44
word:start start_time:5:44 end_time:5:44
word:with start_time:5:44 end_time:5:44
word:you start_time:5:44 end_time:5:45
word:can start_time:5:45 end_time:5:45
word:think start_time:5:45 end_time:5:46
word:about start_time:5:46 end_time:5:46
word:this start_time:5:46 end_time:5:46
word:is start_time:5:46 end_time:5:46
word:an start_time:5:46 end_time:5:46
word:extension start_time:5:46 end_time:5:46
word:of start_time:5:46 end_time:5:47
word:how start_time:5:47 end_time:5:47
word:we start_time:5:47 end_time:5:47
word:think start_time:5:47 end_time:5:47
word:about start_time:5:47 end_time:5:47
word:adding start_time:5:47 end_time:5:48
word:numbers start_time:5:48 end_time:5:48
word:on start_time:5:48 end_time:5:48
word:the start_time:5:48 end_time:5:49
word:number start_time:5:49 end_time:5:49
word:line start_time:5:49 end_time:5:49
word:one start_time:5:49 end_time:5:50
word:way start_time:5:50 end_time:5:50
word:that start_time:5:50 end_time:5:50
word:we start_time:5:50 end_time:5:50
word:teach start_time:5:50 end_time:5:51
word:kids start_time:5:51 end_time:5:51
word:to start_time:5:51 end_time:5:51
word:think start_time:5:51 end_time:5:51
word:about start_time:5:51 end_time:5:51
word:this start_time:5:51 end_time:5:51
word:say start_time:5:51 end_time:5:52
word:with start_time:5:52 end_time:5:52
word:2 start_time:5:52 end_time:5:52
word:+ start_time:5:52 end_time:5:53
word:5 start_time:5:53 end_time:5:53
word:it's start_time:5:53 end_time:5:53
word:a start_time:5:53 end_time:5:54
word:think start_time:5:54 end_time:5:54
word:of start_time:5:54 end_time:5:54
word:moving start_time:5:54 end_time:5:54
word:two start_time:5:54 end_time:5:54
word:steps start_time:5:54 end_time:5:55
word:to start_time:5:55 end_time:5:55
word:the start_time:5:55 end_time:5:55
word:right start_time:5:55 end_time:5:55
word:followed start_time:5:55 end_time:5:56
word:by start_time:5:56 end_time:5:56
word:another start_time:5:56 end_time:5:56
word:five start_time:5:56 end_time:5:57
word:steps start_time:5:57 end_time:5:57
word:to start_time:5:57 end_time:5:57
word:the start_time:5:57 end_time:5:57
word:right start_time:5:57 end_time:5:57
word:the start_time:5:57 end_time:5:58
word:overall start_time:5:58 end_time:5:59
word:effect start_time:5:59 end_time:5:59
word:is start_time:5:59 end_time:5:59
word:the start_time:5:59 end_time:5:59
word:same start_time:5:59 end_time:5:59
word:as start_time:5:59 end_time:6:0
word:if start_time:6:0 end_time:6:0
word:you start_time:6:0 end_time:6:0
word:just start_time:6:0 end_time:6:0
word:took start_time:6:0 end_time:6:0
word:seven start_time:6:0 end_time:6:1
word:steps start_time:6:1 end_time:6:1
word:to start_time:6:1 end_time:6:1
word:the start_time:6:1 end_time:6:1
word:right start_time:6:1 end_time:6:1
word:looks start_time:6:1 end_time:6:4
word:numerically start_time:6:4 end_time:6:5
word:the start_time:6:5 end_time:6:6
word:first start_time:6:6 end_time:6:6
word:Factor start_time:6:6 end_time:6:6
word:here start_time:6:6 end_time:6:7
word:has start_time:6:7 end_time:6:7
word:coordinates start_time:6:7 end_time:6:7
word:1 start_time:6:7 end_time:6:8
word:2 start_time:6:8 end_time:6:8
word:and start_time:6:8 end_time:6:10
word:the start_time:6:10 end_time:6:10
word:second start_time:6:10 end_time:6:10
word:one start_time:6:10 end_time:6:10
word:has start_time:6:10 end_time:6:10
word:coordinates start_time:6:10 end_time:6:11
word:three- start_time:6:11 end_time:6:12
word:one start_time:6:12 end_time:6:12
word:when start_time:6:14 end_time:6:14
word:you start_time:6:14 end_time:6:14
word:take start_time:6:14 end_time:6:15
word:the start_time:6:15 end_time:6:15
word:vector start_time:6:15 end_time:6:15
word:sum start_time:6:15 end_time:6:15
word:using start_time:6:15 end_time:6:16
word:this start_time:6:16 end_time:6:16
word:tip start_time:6:16 end_time:6:16
word:to start_time:6:16 end_time:6:16
word:tail start_time:6:16 end_time:6:16
word:method start_time:6:16 end_time:6:17
word:you start_time:6:17 end_time:6:17
word:can start_time:6:17 end_time:6:17
word:think start_time:6:17 end_time:6:18
word:of start_time:6:18 end_time:6:18
word:a start_time:6:18 end_time:6:18
word:four-step start_time:6:18 end_time:6:18
word:path start_time:6:18 end_time:6:19
word:from start_time:6:19 end_time:6:19
word:the start_time:6:19 end_time:6:19
word:origin start_time:6:19 end_time:6:20
word:to start_time:6:20 end_time:6:20
word:the start_time:6:20 end_time:6:20
word:tip start_time:6:20 end_time:6:20
word:of start_time:6:20 end_time:6:20
word:the start_time:6:20 end_time:6:20
word:second start_time:6:20 end_time:6:21
word:Vector start_time:6:21 end_time:6:21
word:walk start_time:6:21 end_time:6:22
word:one start_time:6:22 end_time:6:22
word:to start_time:6:22 end_time:6:22
word:the start_time:6:22 end_time:6:22
word:right start_time:6:22 end_time:6:22
word:then start_time:6:22 end_time:6:23
word:to start_time:6:23 end_time:6:23
word:up start_time:6:23 end_time:6:23
word:then start_time:6:23 end_time:6:24
word:three start_time:6:24 end_time:6:24
word:to start_time:6:24 end_time:6:24
word:the start_time:6:24 end_time:6:24
word:right start_time:6:24 end_time:6:24
word:then start_time:6:24 end_time:6:25
word:one start_time:6:25 end_time:6:25
word:down start_time:6:25 end_time:6:25
word:reorganizing start_time:6:25 end_time:6:27
word:the start_time:6:27 end_time:6:27
word:steps start_time:6:27 end_time:6:28
word:so start_time:6:28 end_time:6:28
word:that start_time:6:28 end_time:6:28
word:you start_time:6:28 end_time:6:28
word:first start_time:6:28 end_time:6:28
word:do start_time:6:28 end_time:6:28
word:all start_time:6:28 end_time:6:29
word:of start_time:6:29 end_time:6:29
word:the start_time:6:29 end_time:6:29
word:right start_time:6:29 end_time:6:29
word:word start_time:6:29 end_time:6:29
word:motion start_time:6:29 end_time:6:29
word:then start_time:6:29 end_time:6:30
word:to start_time:6:30 end_time:6:30
word:all start_time:6:30 end_time:6:30
word:the start_time:6:30 end_time:6:30
word:vertical start_time:6:30 end_time:6:31
word:motion start_time:6:31 end_time:6:31
word:you start_time:6:31 end_time:6:32
word:can start_time:6:32 end_time:6:32
word:read start_time:6:32 end_time:6:32
word:it start_time:6:32 end_time:6:32
word:to start_time:6:32 end_time:6:32
word:sing start_time:6:32 end_time:6:32
word:first start_time:6:32 end_time:6:33
word:move start_time:6:33 end_time:6:33
word:OnePlus start_time:6:33 end_time:6:34
word:3 start_time:6:34 end_time:6:34
word:to start_time:6:34 end_time:6:34
word:the start_time:6:34 end_time:6:34
word:right start_time:6:34 end_time:6:35
word:then start_time:6:35 end_time:6:35
word:moved start_time:6:35 end_time:6:36
word:to start_time:6:36 end_time:6:36
word:-1 start_time:6:36 end_time:6:37
word:up start_time:6:37 end_time:6:38
word:so start_time:6:40 end_time:6:40
word:the start_time:6:40 end_time:6:40
word:new start_time:6:40 end_time:6:40
word:Vector start_time:6:40 end_time:6:41
word:has start_time:6:41 end_time:6:41
word:coordinates start_time:6:41 end_time:6:41
word:1 start_time:6:41 end_time:6:42
word:+ start_time:6:42 end_time:6:42
word:3 start_time:6:42 end_time:6:42
word:+ start_time:6:42 end_time:6:43
word:2 start_time:6:43 end_time:6:43
word:+ start_time:6:43 end_time:6:44
word:-1 start_time:6:44 end_time:6:45
word:in start_time:6:45 end_time:6:45
word:general start_time:6:45 end_time:6:46
word:vector start_time:6:46 end_time:6:46
word:addition start_time:6:46 end_time:6:47
word:in start_time:6:47 end_time:6:47
word:this start_time:6:47 end_time:6:47
word:list start_time:6:47 end_time:6:47
word:of start_time:6:47 end_time:6:48
word:numbers start_time:6:48 end_time:6:48
word:conception start_time:6:48 end_time:6:48
word:looks start_time:6:48 end_time:6:49
word:like start_time:6:49 end_time:6:49
word:matching start_time:6:49 end_time:6:50
word:up start_time:6:50 end_time:6:50
word:their start_time:6:50 end_time:6:50
word:terms start_time:6:50 end_time:6:50
word:and start_time:6:50 end_time:6:51
word:adding start_time:6:51 end_time:6:51
word:each start_time:6:51 end_time:6:51
word:one start_time:6:51 end_time:6:51
word:together start_time:6:51 end_time:6:52
word:the start_time:6:54 end_time:6:55
word:other start_time:6:55 end_time:6:55
word:fundamental start_time:6:55 end_time:6:55
word:Vector start_time:6:55 end_time:6:56
word:operation start_time:6:56 end_time:6:56
word:is start_time:6:56 end_time:6:57
word:multiplication start_time:6:57 end_time:6:57
word:by start_time:6:57 end_time:6:58
word:a start_time:6:58 end_time:6:58
word:number. start_time:6:58 end_time:6:58
word:This start_time:6:58 end_time:6:59
word:is start_time:6:59 end_time:6:59
word:best start_time:6:59 end_time:6:59
word:understood start_time:6:59 end_time:6:59
word:just start_time:6:59 end_time:7:0
word:by start_time:7:0 end_time:7:0
word:looking start_time:7:0 end_time:7:0
word:at start_time:7:0 end_time:7:0
word:a start_time:7:0 end_time:7:0
word:few start_time:7:0 end_time:7:0
word:examples start_time:7:0 end_time:7:1
word:if start_time:7:1 end_time:7:2
word:you start_time:7:2 end_time:7:2
word:take start_time:7:2 end_time:7:2
word:the start_time:7:2 end_time:7:2
word:number start_time:7:2 end_time:7:2
word:2 start_time:7:2 end_time:7:2
word:and start_time:7:2 end_time:7:3
word:x start_time:7:3 end_time:7:4
word:given start_time:7:4 end_time:7:4
word:Vector start_time:7:4 end_time:7:4
word:it start_time:7:4 end_time:7:5
word:means start_time:7:5 end_time:7:5
word:you start_time:7:5 end_time:7:5
word:stretch start_time:7:5 end_time:7:6
word:out start_time:7:6 end_time:7:6
word:that start_time:7:6 end_time:7:6
word:sector start_time:7:6 end_time:7:7
word:so start_time:7:7 end_time:7:7
word:that start_time:7:7 end_time:7:7
word:it's start_time:7:7 end_time:7:7
word:two start_time:7:7 end_time:7:8
word:times start_time:7:8 end_time:7:8
word:as start_time:7:8 end_time:7:8
word:long start_time:7:8 end_time:7:8
word:as start_time:7:8 end_time:7:9
word:when start_time:7:9 end_time:7:9
word:you start_time:7:9 end_time:7:9
word:started start_time:7:9 end_time:7:9
word:if start_time:7:9 end_time:7:10
word:you start_time:7:10 end_time:7:10
word:multiply start_time:7:10 end_time:7:11
word:that start_time:7:11 end_time:7:11
word:vector start_time:7:11 end_time:7:11
word:by start_time:7:11 end_time:7:11
word:say start_time:7:11 end_time:7:12
word:1/3 start_time:7:12 end_time:7:12
word:it start_time:7:12 end_time:7:13
word:means start_time:7:13 end_time:7:13
word:you start_time:7:13 end_time:7:13
word:squish start_time:7:13 end_time:7:14
word:it start_time:7:14 end_time:7:14
word:down start_time:7:14 end_time:7:14
word:so start_time:7:14 end_time:7:15
word:that start_time:7:15 end_time:7:15
word:it's start_time:7:15 end_time:7:15
word:one start_time:7:15 end_time:7:15
word:third start_time:7:15 end_time:7:16
word:the start_time:7:16 end_time:7:16
word:original start_time:7:16 end_time:7:16
word:length start_time:7:16 end_time:7:16
word:when start_time:7:16 end_time:7:17
word:you start_time:7:17 end_time:7:17
word:multiply start_time:7:17 end_time:7:18
word:by start_time:7:18 end_time:7:18
word:a start_time:7:18 end_time:7:18
word:negative start_time:7:18 end_time:7:18
word:number start_time:7:18 end_time:7:19
word:like start_time:7:19 end_time:7:19
word:-1.8 start_time:7:19 end_time:7:21
word:then start_time:7:21 end_time:7:21
word:the start_time:7:21 end_time:7:21
word:vector start_time:7:21 end_time:7:22
word:first start_time:7:22 end_time:7:22
word:gets start_time:7:22 end_time:7:22
word:flipped start_time:7:22 end_time:7:23
word:around start_time:7:23 end_time:7:23
word:then start_time:7:23 end_time:7:24
word:stretched start_time:7:24 end_time:7:24
word:out start_time:7:24 end_time:7:24
word:by start_time:7:24 end_time:7:25
word:that start_time:7:25 end_time:7:25
word:factor start_time:7:25 end_time:7:25
word:of start_time:7:25 end_time:7:25
word:1.8 start_time:7:25 end_time:7:26
word:this start_time:7:27 end_time:7:27
word:process start_time:7:27 end_time:7:27
word:of start_time:7:27 end_time:7:28
word:stretching start_time:7:28 end_time:7:28
word:or start_time:7:28 end_time:7:28
word:squishing start_time:7:28 end_time:7:29
word:or start_time:7:29 end_time:7:29
word:sometimes start_time:7:29 end_time:7:29
word:reversing start_time:7:29 end_time:7:30
word:the start_time:7:30 end_time:7:30
word:direction start_time:7:30 end_time:7:30
word:of start_time:7:30 end_time:7:30
word:a start_time:7:30 end_time:7:31
word:vector start_time:7:31 end_time:7:31
word:is start_time:7:31 end_time:7:31
word:called start_time:7:31 end_time:7:32
word:scaling start_time:7:32 end_time:7:33
word:and start_time:7:33 end_time:7:33
word:whenever start_time:7:33 end_time:7:33
word:you start_time:7:33 end_time:7:34
word:catch start_time:7:34 end_time:7:34
word:a start_time:7:34 end_time:7:34
word:number start_time:7:34 end_time:7:34
word:like start_time:7:34 end_time:7:35
word:two start_time:7:35 end_time:7:35
word:or start_time:7:35 end_time:7:35
word:1/3 start_time:7:35 end_time:7:36
word:or start_time:7:36 end_time:7:36
word:-1.8 start_time:7:36 end_time:7:37
word:acting start_time:7:37 end_time:7:37
word:like start_time:7:37 end_time:7:38
word:this start_time:7:38 end_time:7:38
word:scaling start_time:7:38 end_time:7:39
word:some start_time:7:39 end_time:7:39
word:Vector start_time:7:39 end_time:7:39
word:you start_time:7:39 end_time:7:40
word:call start_time:7:40 end_time:7:40
word:it start_time:7:40 end_time:7:40
word:a start_time:7:40 end_time:7:40
word:scalar start_time:7:40 end_time:7:41
word:throughout start_time:7:41 end_time:7:42
word:linear start_time:7:42 end_time:7:43
word:algebra start_time:7:43 end_time:7:43
word:one start_time:7:43 end_time:7:44
word:of start_time:7:44 end_time:7:44
word:the start_time:7:44 end_time:7:44
word:main start_time:7:44 end_time:7:44
word:things start_time:7:44 end_time:7:44
word:that start_time:7:44 end_time:7:44
word:numbers start_time:7:44 end_time:7:45
word:do start_time:7:45 end_time:7:45
word:is start_time:7:45 end_time:7:45
word:scale start_time:7:45 end_time:7:46
word:vectors start_time:7:46 end_time:7:46
word:so start_time:7:46 end_time:7:47
word:it's start_time:7:47 end_time:7:47
word:coming start_time:7:47 end_time:7:47
