word:highest start_time:0:1 end_time:0:5
word:just start_time:3:39 end_time:3:40
word:at start_time:3:40 end_time:3:40
word:one start_time:3:40 end_time:3:40
word:point start_time:3:40 end_time:3:41
word:and start_time:3:41 end_time:3:41
word:we start_time:3:41 end_time:3:41
word:call start_time:3:41 end_time:3:41
word:this start_time:3:41 end_time:3:41
word:point start_time:3:41 end_time:3:41
word:mutation start_time:3:41 end_time:3:42
word:or start_time:3:42 end_time:3:42
word:we start_time:3:42 end_time:3:42
word:can start_time:3:42 end_time:3:43
word:have start_time:3:43 end_time:3:43
word:a start_time:3:43 end_time:3:43
word:larger start_time:3:43 end_time:3:43
word:mutations start_time:3:43 end_time:3:44
word:were start_time:3:44 end_time:3:44
word:big start_time:3:44 end_time:3:44
word:chunks start_time:3:44 end_time:3:45
word:of start_time:3:45 end_time:3:45
word:the start_time:3:45 end_time:3:45
word:chromosome start_time:3:45 end_time:3:46
word:are start_time:3:46 end_time:3:46
word:being start_time:3:46 end_time:3:46
word:moved start_time:3:46 end_time:3:46
word:until start_time:3:46 end_time:3:47
word:let's start_time:3:47 end_time:3:47
word:look start_time:3:47 end_time:3:48
word:at start_time:3:48 end_time:3:48
word:the start_time:3:48 end_time:3:48
word:first start_time:3:48 end_time:3:48
word:type start_time:3:48 end_time:3:48
word:of start_time:3:48 end_time:3:48
word:point start_time:3:48 end_time:3:49
word:mutations start_time:3:49 end_time:3:49
word:if start_time:3:49 end_time:3:50
word:I start_time:3:50 end_time:3:50
word:go start_time:3:50 end_time:3:50
word:and start_time:3:50 end_time:3:51
word:mutate start_time:3:51 end_time:3:51
word:I start_time:3:51 end_time:3:52
word:don't start_time:3:52 end_time:3:52
word:know start_time:3:52 end_time:3:52
word:if start_time:3:52 end_time:3:52
word:you start_time:3:52 end_time:3:52
word:caught start_time:3:52 end_time:3:52
word:that start_time:3:52 end_time:3:52
word:let's start_time:3:52 end_time:3:53
word:try start_time:3:53 end_time:3:53
word:that start_time:3:53 end_time:3:53
word:again start_time:3:53 end_time:3:53
word:the start_time:3:53 end_time:3:54
word:school start_time:3:54 end_time:3:54
word:to start_time:3:54 end_time:3:54
word:substitute start_time:3:54 end_time:3:55
word:a start_time:3:55 end_time:3:55
word:substitution start_time:3:55 end_time:3:56
word:mutation start_time:3:56 end_time:3:56
word:so start_time:3:56 end_time:3:57
word:right start_time:3:57 end_time:3:57
word:here start_time:3:57 end_time:3:57
word:we've start_time:3:57 end_time:3:58
word:added start_time:3:58 end_time:3:58
word:a start_time:3:58 end_time:3:58
word:c start_time:3:58 end_time:3:58
word:instead start_time:3:58 end_time:3:59
word:of start_time:3:59 end_time:3:59
word:a start_time:3:59 end_time:4:0
word:t start_time:4:0 end_time:4:0
word:and start_time:4:0 end_time:4:1
word:they start_time:4:1 end_time:4:1
word:might start_time:4:1 end_time:4:1
word:think start_time:4:1 end_time:4:2
word:that's start_time:4:2 end_time:4:2
word:bad start_time:4:2 end_time:4:3
word:well start_time:4:3 end_time:4:3
word:we've start_time:4:3 end_time:4:4
word:got start_time:4:4 end_time:4:4
word:protection start_time:4:4 end_time:4:5
word:for start_time:4:5 end_time:4:5
word:that start_time:4:5 end_time:4:5
word:inside start_time:4:5 end_time:4:5
word:our start_time:4:5 end_time:4:6
word:cell start_time:4:6 end_time:4:6
word:there start_time:4:6 end_time:4:6
word:going start_time:4:6 end_time:4:6
word:to start_time:4:6 end_time:4:6
word:be start_time:4:6 end_time:4:6
word:a start_time:4:6 end_time:4:7
word:pro start_time:4:7 end_time:4:7
word:teams start_time:4:7 end_time:4:8
word:that start_time:4:8 end_time:4:8
word:are start_time:4:8 end_time:4:8
word:going start_time:4:8 end_time:4:8
word:to start_time:4:8 end_time:4:8
word:cruise start_time:4:8 end_time:4:8
word:up start_time:4:8 end_time:4:8
word:and start_time:4:8 end_time:4:9
word:not start_time:4:9 end_time:4:9
word:down start_time:4:9 end_time:4:9
word:or start_time:4:9 end_time:4:9
word:DNA start_time:4:9 end_time:4:10
word:and start_time:4:10 end_time:4:10
word:we start_time:4:10 end_time:4:10
word:do start_time:4:10 end_time:4:10
word:we start_time:4:10 end_time:4:11
word:have start_time:4:11 end_time:4:11
word:a start_time:4:11 end_time:4:11
word:bonded start_time:4:11 end_time:4:12
word:to start_time:4:12 end_time:4:12
word:see start_time:4:12 end_time:4:12
word:it's start_time:4:12 end_time:4:12
word:not start_time:4:12 end_time:4:12
word:going start_time:4:12 end_time:4:13
word:to start_time:4:13 end_time:4:13
word:stop start_time:4:13 end_time:4:13
word:until start_time:4:13 end_time:4:14
word:we're start_time:4:14 end_time:4:14
word:going start_time:4:14 end_time:4:14
word:to start_time:4:14 end_time:4:15
word:know start_time:4:15 end_time:4:15
word:that start_time:4:15 end_time:4:15
word:there's start_time:4:15 end_time:4:15
word:something start_time:4:15 end_time:4:15
word:wrong start_time:4:15 end_time:4:16
word:it's start_time:4:16 end_time:4:16
word:a start_time:4:16 end_time:4:16
word:basically start_time:4:16 end_time:4:17
word:these start_time:4:17 end_time:4:17
word:enzymes start_time:4:17 end_time:4:17
word:could start_time:4:17 end_time:4:18
word:cut start_time:4:18 end_time:4:18
word:out start_time:4:18 end_time:4:18
word:to start_time:4:18 end_time:4:18
word:sea start_time:4:18 end_time:4:19
word:and start_time:4:19 end_time:4:19
word:then start_time:4:19 end_time:4:19
word:they start_time:4:19 end_time:4:19
word:could start_time:4:19 end_time:4:20
word:put start_time:4:20 end_time:4:20
word:the start_time:4:20 end_time:4:20
word:TV start_time:4:20 end_time:4:20
word:back start_time:4:20 end_time:4:20
word:in start_time:4:20 end_time:4:20
word:again start_time:4:20 end_time:4:21
word:not start_time:4:21 end_time:4:21
word:be start_time:4:21 end_time:4:22
word:no start_time:4:22 end_time:4:22
word:problem start_time:4:22 end_time:4:22
word:but start_time:4:22 end_time:4:23
word:let's start_time:4:23 end_time:4:23
word:say start_time:4:23 end_time:4:23
word:they're start_time:4:23 end_time:4:23
word:cruising start_time:4:23 end_time:4:24
word:down start_time:4:24 end_time:4:24
word:and start_time:4:24 end_time:4:24
word:they start_time:4:24 end_time:4:24
word:see start_time:4:24 end_time:4:24
word:there's start_time:4:24 end_time:4:24
word:a start_time:4:24 end_time:4:25
word:c start_time:4:25 end_time:4:25
word:on start_time:4:25 end_time:4:25
word:this start_time:4:25 end_time:4:25
word:side start_time:4:25 end_time:4:25
word:and start_time:4:25 end_time:4:25
word:a start_time:4:25 end_time:4:26
word:on start_time:4:26 end_time:4:26
word:this start_time:4:26 end_time:4:26
word:side start_time:4:26 end_time:4:26
word:will start_time:4:26 end_time:4:26
word:they start_time:4:26 end_time:4:27
word:might start_time:4:27 end_time:4:27
word:think start_time:4:27 end_time:4:27
word:not start_time:4:27 end_time:4:28
word:thinking start_time:4:28 end_time:4:28
word:but start_time:4:28 end_time:4:29
word:they start_time:4:29 end_time:4:29
word:might start_time:4:29 end_time:4:29
word:realize start_time:4:29 end_time:4:29
word:that start_time:4:29 end_time:4:30
word:we start_time:4:30 end_time:4:30
word:have start_time:4:30 end_time:4:30
word:to start_time:4:30 end_time:4:30
word:get start_time:4:30 end_time:4:30
word:rid start_time:4:30 end_time:4:30
word:of start_time:4:30 end_time:4:31
word:this start_time:4:31 end_time:4:31
word:a start_time:4:31 end_time:4:31
word:until start_time:4:31 end_time:4:32
word:they're start_time:4:32 end_time:4:32
word:going start_time:4:32 end_time:4:32
word:to start_time:4:32 end_time:4:32
word:put start_time:4:32 end_time:4:32
word:a start_time:4:32 end_time:4:32
word:g start_time:4:32 end_time:4:32
word:in start_time:4:32 end_time:4:33
word:here start_time:4:33 end_time:4:33
word:it's start_time:4:33 end_time:4:34
word:a start_time:4:34 end_time:4:34
word:50% start_time:4:34 end_time:4:34
word:of start_time:4:34 end_time:4:34
word:the start_time:4:34 end_time:4:35
word:time start_time:4:35 end_time:4:35
word:they're start_time:4:35 end_time:4:35
word:going start_time:4:35 end_time:4:35
word:to start_time:4:35 end_time:4:35
word:repair start_time:4:35 end_time:4:35
word:replace start_time:4:35 end_time:4:36
word:the start_time:4:36 end_time:4:36
word:wrong start_time:4:36 end_time:4:36
word:letter start_time:4:36 end_time:4:37
word:and start_time:4:37 end_time:4:37
word:if start_time:4:37 end_time:4:37
word:that start_time:4:37 end_time:4:37
word:letter start_time:4:37 end_time:4:38
word:is start_time:4:38 end_time:4:38
word:not start_time:4:38 end_time:4:38
word:inside start_time:4:38 end_time:4:39
word:a start_time:4:39 end_time:4:39
word:gene start_time:4:39 end_time:4:39
word:it's start_time:4:39 end_time:4:39
word:no start_time:4:39 end_time:4:39
word:big start_time:4:39 end_time:4:39
word:deal start_time:4:39 end_time:4:39
word:but start_time:4:39 end_time:4:40
word:if start_time:4:40 end_time:4:40
word:it's start_time:4:40 end_time:4:40
word:inside start_time:4:40 end_time:4:40
word:a start_time:4:40 end_time:4:40
word:gene start_time:4:40 end_time:4:41
word:we're start_time:4:41 end_time:4:41
word:actually start_time:4:41 end_time:4:41
word:making start_time:4:41 end_time:4:42
word:amino start_time:4:42 end_time:4:42
word:acids start_time:4:42 end_time:4:43
word:to start_time:4:43 end_time:4:43
word:make start_time:4:43 end_time:4:43
word:proteins start_time:4:43 end_time:4:43
word:that start_time:4:43 end_time:4:43
word:can start_time:4:43 end_time:4:44
word:be start_time:4:44 end_time:4:44
word:a start_time:4:44 end_time:4:44
word:huge start_time:4:44 end_time:4:44
word:deal start_time:4:44 end_time:4:44
word:that's start_time:4:44 end_time:4:45
word:a start_time:4:45 end_time:4:46
word:substitution start_time:4:46 end_time:4:47
word:we start_time:4:47 end_time:4:47
word:could start_time:4:47 end_time:4:47
word:also start_time:4:47 end_time:4:48
word:have start_time:4:48 end_time:4:48
word:radiation start_time:4:48 end_time:4:48
word:or start_time:4:48 end_time:4:49
word:chemicals start_time:4:49 end_time:4:49
word:that start_time:4:49 end_time:4:49
word:are start_time:4:49 end_time:4:49
word:causing start_time:4:49 end_time:4:50
word:the start_time:4:50 end_time:4:50
word:DNA start_time:4:50 end_time:4:50
word:to start_time:4:50 end_time:4:50
word:break start_time:4:50 end_time:4:51
word:apart start_time:4:51 end_time:4:51
word:like start_time:4:51 end_time:4:52
word:this start_time:4:52 end_time:4:52
word:well start_time:4:52 end_time:4:53
word:we start_time:4:53 end_time:4:53
word:have start_time:4:53 end_time:4:53
word:a start_time:4:53 end_time:4:53
word:number start_time:4:53 end_time:4:53
word:of start_time:4:53 end_time:4:53
word:proteins start_time:4:53 end_time:4:54
word:that start_time:4:54 end_time:4:54
word:can start_time:4:54 end_time:4:54
word:fix start_time:4:54 end_time:4:54
word:that start_time:4:54 end_time:4:54
word:as start_time:4:54 end_time:4:55
word:well start_time:4:55 end_time:4:55
word:but start_time:4:55 end_time:4:55
word:sometimes start_time:4:55 end_time:4:56
word:when start_time:4:56 end_time:4:56
word:they start_time:4:56 end_time:4:56
word:fix start_time:4:56 end_time:4:56
word:it start_time:4:56 end_time:4:57
word:they'll start_time:4:57 end_time:4:57
word:actually start_time:4:57 end_time:4:57
word:add start_time:4:57 end_time:4:58
word:a start_time:4:58 end_time:4:58
word:new start_time:4:58 end_time:4:58
word:letter start_time:4:58 end_time:4:58
word:and start_time:4:58 end_time:4:59
word:so start_time:4:59 end_time:4:59
word:this start_time:4:59 end_time:5:0
word:strand start_time:5:0 end_time:5:0
word:you start_time:5:0 end_time:5:0
word:can start_time:5:0 end_time:5:0
word:see start_time:5:0 end_time:5:0
word:is start_time:5:0 end_time:5:0
word:totally start_time:5:0 end_time:5:1
word:fine start_time:5:1 end_time:5:1
word:but start_time:5:1 end_time:5:2
word:now start_time:5:2 end_time:5:2
word:we've start_time:5:2 end_time:5:2
word:added start_time:5:2 end_time:5:2
word:this start_time:5:2 end_time:5:3
word:new start_time:5:3 end_time:5:3
word:letter start_time:5:3 end_time:5:3
word:here start_time:5:3 end_time:5:4
word:when start_time:5:4 end_time:5:4
word:this start_time:5:4 end_time:5:4
word:cell start_time:5:4 end_time:5:4
word:replicates start_time:5:4 end_time:5:5
word:when start_time:5:5 end_time:5:5
word:it start_time:5:5 end_time:5:5
word:makes start_time:5:5 end_time:5:5
word:a start_time:5:5 end_time:5:5
word:copy start_time:5:5 end_time:5:6
word:of start_time:5:6 end_time:5:6
word:itself start_time:5:6 end_time:5:6
word:this start_time:5:6 end_time:5:7
word:strand start_time:5:7 end_time:5:7
word:is start_time:5:7 end_time:5:8
word:now start_time:5:8 end_time:5:8
word:going start_time:5:8 end_time:5:8
word:to start_time:5:8 end_time:5:8
word:have start_time:5:8 end_time:5:8
word:an start_time:5:8 end_time:5:8
word:extra start_time:5:8 end_time:5:8
word:letter start_time:5:8 end_time:5:9
word:in start_time:5:9 end_time:5:9
word:it start_time:5:9 end_time:5:9
word:and start_time:5:9 end_time:5:10
word:what start_time:5:10 end_time:5:10
word:they start_time:5:10 end_time:5:10
word:could start_time:5:10 end_time:5:10
word:do start_time:5:10 end_time:5:10
word:is start_time:5:10 end_time:5:10
word:it start_time:5:10 end_time:5:10
word:could start_time:5:10 end_time:5:10
word:shift start_time:5:10 end_time:5:11
word:all start_time:5:11 end_time:5:11
word:the start_time:5:11 end_time:5:11
word:letters start_time:5:11 end_time:5:12
word:over start_time:5:12 end_time:5:12
word:and start_time:5:12 end_time:5:13
word:that start_time:5:13 end_time:5:13
word:could start_time:5:13 end_time:5:13
word:screw start_time:5:13 end_time:5:13
word:up start_time:5:13 end_time:5:13
word:the start_time:5:13 end_time:5:13
word:whole start_time:5:13 end_time:5:13
word:protein start_time:5:13 end_time:5:14
word:or start_time:5:14 end_time:5:16
word:DNA start_time:5:16 end_time:5:16
word:again start_time:5:16 end_time:5:17
word:what's start_time:5:17 end_time:5:17
word:another start_time:5:17 end_time:5:17
word:thing start_time:5:17 end_time:5:17
word:that start_time:5:17 end_time:5:18
word:could start_time:5:18 end_time:5:18
word:happen start_time:5:18 end_time:5:18
word:while start_time:5:18 end_time:5:18
word:maybe start_time:5:18 end_time:5:18
word:it's start_time:5:18 end_time:5:19
word:a start_time:5:19 end_time:5:19
word:chemical start_time:5:19 end_time:5:19
word:or start_time:5:19 end_time:5:19
word:radiation start_time:5:19 end_time:5:20
word:that start_time:5:20 end_time:5:20
word:causes start_time:5:20 end_time:5:20
word:one start_time:5:20 end_time:5:21
word:of start_time:5:21 end_time:5:21
word:our start_time:5:21 end_time:5:21
word:nucleotides start_time:5:21 end_time:5:21
word:to start_time:5:21 end_time:5:22
word:be start_time:5:22 end_time:5:22
word:lost start_time:5:22 end_time:5:22
word:and start_time:5:22 end_time:5:22
word:I start_time:5:22 end_time:5:23
word:were start_time:5:23 end_time:5:23
word:missing start_time:5:23 end_time:5:23
word:that start_time:5:23 end_time:5:23
word:and start_time:5:23 end_time:5:24
word:now start_time:5:24 end_time:5:24
word:in start_time:5:24 end_time:5:24
word:the start_time:5:24 end_time:5:24
word:DNA start_time:5:24 end_time:5:25
word:tries start_time:5:25 end_time:5:25
word:to start_time:5:25 end_time:5:25
word:fix start_time:5:25 end_time:5:25
word:it start_time:5:25 end_time:5:26
word:it start_time:5:26 end_time:5:26
word:will start_time:5:26 end_time:5:26
word:fall start_time:5:26 end_time:5:26
word:on start_time:5:26 end_time:5:27
word:itself start_time:5:27 end_time:5:27
word:but start_time:5:27 end_time:5:27
word:we start_time:5:27 end_time:5:27
word:still start_time:5:27 end_time:5:28
word:have start_time:5:28 end_time:5:28
word:missing start_time:5:28 end_time:5:29
word:one start_time:5:29 end_time:5:29
word:letter start_time:5:29 end_time:5:30
word:on start_time:5:30 end_time:5:30
word:this start_time:5:30 end_time:5:30
word:site start_time:5:30 end_time:5:30
word:so start_time:5:30 end_time:5:30
word:we start_time:5:30 end_time:5:30
word:have start_time:5:30 end_time:5:30
word:a start_time:5:30 end_time:5:30
word:deletion start_time:5:30 end_time:5:31
word:it's start_time:5:31 end_time:5:32
word:a start_time:5:32 end_time:5:32
word:decide start_time:5:32 end_time:5:32
word:if start_time:5:32 end_time:5:32
word:we start_time:5:32 end_time:5:32
word:copy start_time:5:32 end_time:5:33
word:the start_time:5:33 end_time:5:33
word:DNA start_time:5:33 end_time:5:33
word:it's start_time:5:33 end_time:5:34
word:fine start_time:5:34 end_time:5:34
word:but start_time:5:34 end_time:5:34
word:if start_time:5:34 end_time:5:34
word:we start_time:5:34 end_time:5:34
word:try start_time:5:34 end_time:5:35
word:to start_time:5:35 end_time:5:35
word:make start_time:5:35 end_time:5:35
word:copies start_time:5:35 end_time:5:35
word:of start_time:5:35 end_time:5:35
word:this start_time:5:35 end_time:5:35
word:side start_time:5:35 end_time:5:36
word:we're start_time:5:36 end_time:5:36
word:going start_time:5:36 end_time:5:36
word:to start_time:5:36 end_time:5:36
word:miss start_time:5:36 end_time:5:37
word:big start_time:5:37 end_time:5:37
word:portions start_time:5:37 end_time:5:37
word:are start_time:5:37 end_time:5:38
word:at start_time:5:38 end_time:5:38
word:least start_time:5:38 end_time:5:38
word:one start_time:5:38 end_time:5:38
word:letter start_time:5:38 end_time:5:39
word:out start_time:5:39 end_time:5:39
word:of start_time:5:39 end_time:5:39
word:that start_time:5:39 end_time:5:39
word:Gene start_time:5:39 end_time:5:40
word:that start_time:5:40 end_time:5:41
word:we start_time:5:41 end_time:5:41
word:can start_time:5:41 end_time:5:41
word:also start_time:5:41 end_time:5:41
word:have start_time:5:41 end_time:5:41
word:major start_time:5:41 end_time:5:42
word:changes start_time:5:42 end_time:5:42
word:are start_time:5:42 end_time:5:42
word:large-scale start_time:5:42 end_time:5:43
word:changes start_time:5:43 end_time:5:43
word:and start_time:5:43 end_time:5:44
word:so start_time:5:44 end_time:5:44
word:this start_time:5:44 end_time:5:45
word:could start_time:5:45 end_time:5:45
word:occur start_time:5:45 end_time:5:46
word:during start_time:5:46 end_time:5:46
word:mitosis start_time:5:46 end_time:5:46
word:occur start_time:5:46 end_time:5:47
word:during start_time:5:47 end_time:5:48
word:meiosis start_time:5:48 end_time:5:48
word:basically start_time:5:48 end_time:5:50
word:what start_time:5:50 end_time:5:50
word:we're start_time:5:50 end_time:5:50
word:doing start_time:5:50 end_time:5:50
word:is start_time:5:50 end_time:5:50
word:instead start_time:5:50 end_time:5:51
word:of start_time:5:51 end_time:5:51
word:mousse start_time:5:51 end_time:5:51
word:losing start_time:5:51 end_time:5:52
word:one start_time:5:52 end_time:5:52
word:letter start_time:5:52 end_time:5:52
word:or start_time:5:52 end_time:5:53
word:one start_time:5:53 end_time:5:53
word:that start_time:5:53 end_time:5:53
word:could start_time:5:53 end_time:5:53
word:affect start_time:5:53 end_time:5:53
word:one start_time:5:53 end_time:5:54
word:gene start_time:5:54 end_time:5:54
word:we start_time:5:54 end_time:5:55
word:could start_time:5:55 end_time:5:55
word:lose start_time:5:55 end_time:5:55
word:big start_time:5:55 end_time:5:55
word:portions start_time:5:55 end_time:5:56
word:of start_time:5:56 end_time:5:56
word:the start_time:5:56 end_time:5:56
word:chromosome start_time:5:56 end_time:5:57
word:and start_time:5:57 end_time:5:57
word:all start_time:5:57 end_time:5:57
word:the start_time:5:57 end_time:5:57
word:genes start_time:5:57 end_time:5:57
word:that start_time:5:57 end_time:5:57
word:are start_time:5:57 end_time:5:58
word:found start_time:5:58 end_time:5:58
word:within start_time:5:58 end_time:5:58
word:that start_time:5:58 end_time:5:58
word:and start_time:5:58 end_time:5:59
word:so start_time:5:59 end_time:5:59
word:this start_time:5:59 end_time:5:59
word:should start_time:5:59 end_time:5:59
word:be start_time:5:59 end_time:5:59
word:a start_time:5:59 end_time:6:0
word:deletion start_time:6:0 end_time:6:0
word:where start_time:6:0 end_time:6:0
word:were start_time:6:0 end_time:6:0
word:missing start_time:6:0 end_time:6:1
word:this start_time:6:1 end_time:6:1
word:huge start_time:6:1 end_time:6:1
word:chunk start_time:6:1 end_time:6:2
word:of start_time:6:2 end_time:6:2
word:the start_time:6:2 end_time:6:2
word:chromosome start_time:6:2 end_time:6:2
word:which start_time:6:2 end_time:6:2
word:could start_time:6:2 end_time:6:2
word:be start_time:6:2 end_time:6:3
word:hundreds start_time:6:3 end_time:6:3
word:if start_time:6:3 end_time:6:3
word:not start_time:6:3 end_time:6:3
word:thousands start_time:6:3 end_time:6:4
word:of start_time:6:4 end_time:6:4
word:genes start_time:6:4 end_time:6:4
word:or start_time:6:4 end_time:6:5
word:this start_time:6:5 end_time:6:5
word:could start_time:6:5 end_time:6:5
word:be start_time:6:5 end_time:6:5
word:a start_time:6:5 end_time:6:6
word:duplication start_time:6:6 end_time:6:6
word:where start_time:6:6 end_time:6:7
word:were start_time:6:7 end_time:6:7
word:duplicating start_time:6:7 end_time:6:7
word:a start_time:6:7 end_time:6:8
word:portion start_time:6:8 end_time:6:8
word:of start_time:6:8 end_time:6:8
word:that start_time:6:8 end_time:6:8
word:during start_time:6:8 end_time:6:8
word:the start_time:6:8 end_time:6:9
word:S start_time:6:9 end_time:6:9
word:phase start_time:6:9 end_time:6:9
word:are start_time:6:9 end_time:6:9
word:we start_time:6:9 end_time:6:9
word:could start_time:6:9 end_time:6:9
word:have start_time:6:9 end_time:6:10
word:an start_time:6:10 end_time:6:10
word:inversion start_time:6:10 end_time:6:10
word:where start_time:6:10 end_time:6:11
word:were start_time:6:11 end_time:6:11
word:copying start_time:6:11 end_time:6:12
word:this start_time:6:12 end_time:6:12
word:but start_time:6:12 end_time:6:12
word:it's start_time:6:12 end_time:6:12
word:being start_time:6:12 end_time:6:12
word:flipped start_time:6:12 end_time:6:13
word:upside start_time:6:13 end_time:6:13
word:down start_time:6:13 end_time:6:14
word:we start_time:6:14 end_time:6:15
word:could start_time:6:15 end_time:6:15
word:also start_time:6:15 end_time:6:15
word:have start_time:6:15 end_time:6:15
word:an start_time:6:15 end_time:6:16
word:insertion start_time:6:16 end_time:6:16
word:where start_time:6:16 end_time:6:17
word:we're start_time:6:17 end_time:6:17
word:taking start_time:6:17 end_time:6:17
word:one start_time:6:17 end_time:6:17
word:chromosome start_time:6:17 end_time:6:18
word:and start_time:6:18 end_time:6:18
word:actually start_time:6:18 end_time:6:19
word:inserting start_time:6:19 end_time:6:19
word:that start_time:6:19 end_time:6:19
word:into start_time:6:19 end_time:6:20
word:another start_time:6:20 end_time:6:20
word:chromosome start_time:6:20 end_time:6:20
word:that start_time:6:20 end_time:6:23
word:might start_time:6:23 end_time:6:23
word:seem start_time:6:23 end_time:6:23
word:crazy start_time:6:23 end_time:6:24
word:and start_time:6:24 end_time:6:25
word:it's start_time:6:25 end_time:6:25
word:like start_time:6:25 end_time:6:25
word:we start_time:6:25 end_time:6:26
word:could start_time:6:26 end_time:6:26
word:never start_time:6:26 end_time:6:26
word:exist start_time:6:26 end_time:6:27
word:past start_time:6:27 end_time:6:27
word:that start_time:6:27 end_time:6:28
word:but start_time:6:28 end_time:6:29
word:if start_time:6:29 end_time:6:29
word:you start_time:6:29 end_time:6:29
word:think start_time:6:29 end_time:6:29
word:about start_time:6:29 end_time:6:29
word:it start_time:6:29 end_time:6:29
word:these start_time:6:29 end_time:6:30
word:genes start_time:6:30 end_time:6:30
word:have start_time:6:30 end_time:6:31
word:chromosomes start_time:6:31 end_time:6:31
word:and start_time:6:31 end_time:6:32
word:so start_time:6:32 end_time:6:32
word:it start_time:6:32 end_time:6:32
word:doesn't start_time:6:32 end_time:6:32
word:mean start_time:6:32 end_time:6:32
word:that start_time:6:32 end_time:6:32
word:that start_time:6:32 end_time:6:33
word:individual start_time:6:33 end_time:6:33
word:is start_time:6:33 end_time:6:33
word:necessarily start_time:6:33 end_time:6:34
word:going start_time:6:34 end_time:6:34
word:to start_time:6:34 end_time:6:34
word:die start_time:6:34 end_time:6:34
word:this start_time:6:34 end_time:6:35
word:could start_time:6:35 end_time:6:35
word:be start_time:6:35 end_time:6:35
word:during start_time:6:35 end_time:6:36
word:mitosis start_time:6:36 end_time:6:36
word:and start_time:6:36 end_time:6:37
word:it start_time:6:37 end_time:6:37
word:wouldn't start_time:6:37 end_time:6:37
word:be start_time:6:37 end_time:6:37
word:a start_time:6:37 end_time:6:37
word:very start_time:6:37 end_time:6:38
word:big start_time:6:38 end_time:6:38
word:deal start_time:6:38 end_time:6:38
word:at start_time:6:38 end_time:6:38
word:all start_time:6:38 end_time:6:38
word:or start_time:6:38 end_time:6:39
word:could start_time:6:39 end_time:6:39
word:occur start_time:6:39 end_time:6:39
word:during start_time:6:39 end_time:6:39
word:meiosis start_time:6:39 end_time:6:40
word:but start_time:6:40 end_time:6:40
word:we start_time:6:40 end_time:6:40
word:still start_time:6:40 end_time:6:40
word:have start_time:6:40 end_time:6:41
word:these start_time:6:41 end_time:6:41
word:genes start_time:6:41 end_time:6:42
word:that start_time:6:42 end_time:6:42
word:we start_time:6:42 end_time:6:42
word:need start_time:6:42 end_time:6:43
word:so start_time:6:43 end_time:6:43
word:this start_time:6:43 end_time:6:43
word:should start_time:6:43 end_time:6:43
word:be start_time:6:43 end_time:6:43
word:an start_time:6:43 end_time:6:43
word:insertion start_time:6:43 end_time:6:44
word:and start_time:6:44 end_time:6:44
word:then start_time:6:44 end_time:6:44
word:we start_time:6:44 end_time:6:44
word:could start_time:6:44 end_time:6:44
word:also start_time:6:44 end_time:6:45
word:have start_time:6:45 end_time:6:45
word:a start_time:6:45 end_time:6:45
word:translocation start_time:6:45 end_time:6:45
word:where start_time:6:45 end_time:6:46
word:we're start_time:6:46 end_time:6:46
word:taking start_time:6:46 end_time:6:46
word:one start_time:6:46 end_time:6:46
word:chunk start_time:6:46 end_time:6:47
word:of start_time:6:47 end_time:6:47
word:this start_time:6:47 end_time:6:47
word:one start_time:6:47 end_time:6:47
word:over start_time:6:47 end_time:6:47
word:here start_time:6:47 end_time:6:47
word:and start_time:6:47 end_time:6:48
word:this start_time:6:48 end_time:6:48
word:one start_time:6:48 end_time:6:49
word:back start_time:6:49 end_time:6:49
word:again start_time:6:49 end_time:6:49
word:until start_time:6:49 end_time:6:50
word:there's start_time:6:50 end_time:6:50
word:a start_time:6:50 end_time:6:50
word:ton start_time:6:50 end_time:6:51
word:of start_time:6:51 end_time:6:51
word:different start_time:6:51 end_time:6:51
word:mutations start_time:6:51 end_time:6:52
word:that start_time:6:52 end_time:6:52
word:we start_time:6:52 end_time:6:52
word:can start_time:6:52 end_time:6:52
word:have start_time:6:52 end_time:6:53
word:in start_time:6:53 end_time:6:53
word:the start_time:6:53 end_time:6:53
word:chromosomes start_time:6:53 end_time:6:54
word:and start_time:6:54 end_time:6:54
word:that's start_time:6:54 end_time:6:54
word:probably start_time:6:54 end_time:6:54
word:how start_time:6:54 end_time:6:55
word:chromosomes start_time:6:55 end_time:6:55
word:came start_time:6:55 end_time:6:55
word:to start_time:6:55 end_time:6:56
word:be start_time:6:56 end_time:6:56
word:in start_time:6:56 end_time:6:56
word:the start_time:6:56 end_time:6:56
word:beginning start_time:6:56 end_time:6:57
word:Summer start_time:6:57 end_time:6:58
word:Good start_time:6:58 end_time:6:58
word:summer start_time:6:58 end_time:6:58
word:bad start_time:6:58 end_time:6:59
word:but start_time:6:59 end_time:7:0
word:they're start_time:7:0 end_time:7:0
word:all start_time:7:0 end_time:7:0
word:changes start_time:7:0 end_time:7:0
word:in start_time:7:0 end_time:7:0
word:the start_time:7:0 end_time:7:1
word:DNA start_time:7:1 end_time:7:1
word:and start_time:7:1 end_time:7:1
word:I start_time:7:1 end_time:7:1
word:hope start_time:7:1 end_time:7:1
word:that's start_time:7:1 end_time:7:2
word:helpful start_time:7:2 end_time:7:2
link:https://www.youtube.com/watch?v=djE-BLrdDDc
category:CS
title:BIOinfo
